Name	size	covered	sum	mean0	mean	min	max
SEMA5A|ENST00000382496.10|31	270	270	-27.69	-0.102556	-0.102556	-5.271	1.307
SEMA5A|ENST00000382496.10|32	270	270	-66.214	-0.245237	-0.245237	-3.476	2.065
SEMA5A|ENST00000382496.10|33	270	270	-70.369	-0.260626	-0.260626	-3.286	2.276
SEMA5A|ENST00000382496.10|34	270	270	-82.309	-0.304848	-0.304848	-4.623	3.073
SEMA5A|ENST00000382496.10|35	270	270	-107.192	-0.397007	-0.397007	-4.623	3.073
SEMA5A|ENST00000382496.10|36	270	270	-91.486	-0.338837	-0.338837	-4.09	2.56
SEMA5A|ENST00000382496.10|37	270	270	-53.697	-0.198878	-0.198878	-4.09	2.697
SEMA5A|ENST00000382496.10|38	270	270	-6.738	-0.0249556	-0.0249556	-3.142	2.795
SEMA5A|ENST00000382496.10|39	270	270	12.853	0.0476037	0.0476037	-3.123	2.795
SEMA5A|ENST00000382496.10|40	270	270	7.94	0.0294074	0.0294074	-3.123	2.859
SEMA5A|ENST00000382496.10|41	270	270	-25.369	-0.0939593	-0.0939593	-3.249	2.859
SEMA5A|ENST00000382496.10|42	270	270	-68.277	-0.252878	-0.252878	-3.591	1.845
SEMA5A|ENST00000382496.10|43	270	270	-61.348	-0.227215	-0.227215	-3.591	2.567
SEMA5A|ENST00000382496.10|44	270	270	-24.348	-0.0901778	-0.0901778	-4.712	2.567
SEMA5A|ENST00000382496.10|45	270	270	6.23	0.0230741	0.0230741	-4.712	4.03
SEMA5A|ENST00000382496.10|48	270	270	-100.464	-0.372089	-0.372089	-5.712	2.288
SEMA5A|ENST00000382496.10|49	270	270	-63.095	-0.233685	-0.233685	-4.7	3.982
SEMA5A|ENST00000382496.10|50	270	270	-25.088	-0.0929185	-0.0929185	-3.644	3.982
SEMA5A|ENST00000382496.10|51	270	270	43.153	0.159826	0.159826	-3.644	3.949
SEMA5A|ENST00000382496.10|52	270	270	59.925	0.221944	0.221944	-5.648	3.949
SEMA5A|ENST00000382496.10|53	270	270	-52.754	-0.195385	-0.195385	-5.648	3.473
SEMA5A|ENST00000382496.10|54	270	270	-67.472	-0.249896	-0.249896	-4.284	3.591
SEMA5A|ENST00000382496.10|55	270	270	-17.324	-0.064163	-0.064163	-3.12	3.591
SEMA5A|ENST00000382496.10|56	270	270	-56.44	-0.209037	-0.209037	-5.162	2.024
SEMA5A|ENST00000382496.10|57	270	270	-69.26	-0.256519	-0.256519	-5.162	4.894
SEMA5A|ENST00000382496.10|58	270	270	-39.928	-0.147881	-0.147881	-4.319	4.894
SH3TC2|ENST00000515425.6|1	270	270	96.332	0.356785	0.356785	-3.756	3.723
SH3TC2|ENST00000515425.6|2	270	270	168.271	0.623226	0.623226	-4.638	3.841
SH3TC2|ENST00000515425.6|3	270	270	15.448	0.0572148	0.0572148	-4.985	3.841
SH3TC2|ENST00000515425.6|4	270	270	-156.623	-0.580085	-0.580085	-5.15	3.727
SH3TC2|ENST00000515425.6|5	270	270	-126.202	-0.467415	-0.467415	-5.15	3.425
SH3TC2|ENST00000515425.6|6	270	270	-87.633	-0.324567	-0.324567	-4.849	3.425
SH3TC2|ENST00000515425.6|7	270	270	-61.974	-0.229533	-0.229533	-4.849	2.371
SH3TC2|ENST00000515425.6|8	270	270	-67.938	-0.251622	-0.251622	-4.37	2.371
SH3TC2|ENST00000515425.6|9	270	270	-43.528	-0.161215	-0.161215	-4.37	2.295
SH3TC2|ENST00000515425.6|10	270	270	5.236	0.0193926	0.0193926	-2.619	2.154
SH3TC2|ENST00000515425.6|11	270	270	27.955	0.103537	0.103537	-2.619	2.232
SH3TC2|ENST00000515425.6|12	270	270	22.261	0.0824482	0.0824482	-2.841	2.232
SH3TC2|ENST00000515425.6|13	270	270	28.263	0.104678	0.104678	-2.841	2.128
SH3TC2|ENST00000515425.6|14	270	270	37.89	0.140333	0.140333	-2.723	1.716
SH3TC2|ENST00000515425.6|15	270	270	22.118	0.0819185	0.0819185	-2.812	1.463
SH3TC2|ENST00000515425.6|18	270	270	45.414	0.1682	0.1682	-2.476	1.747
SH3TC2|ENST00000515425.6|19	270	270	23.184	0.0858667	0.0858667	-2.97	1.747
SH3TC2|ENST00000515425.6|20	270	270	-13.197	-0.0488778	-0.0488778	-2.97	1.547
SH3TC2|ENST00000515425.6|21	270	270	-15.878	-0.0588074	-0.0588074	-2.893	1.607
SH3TC2|ENST00000515425.6|22	270	270	23.941	0.0886704	0.0886704	-2.587	1.647
SH3TC2|ENST00000515425.6|23	270	270	36.215	0.13413	0.13413	-2.317	1.647
SH3TC2|ENST00000515425.6|24	270	270	22.095	0.0818333	0.0818333	-3.15	1.413
SH3TC2|ENST00000515425.6|25	270	270	29.928	0.110844	0.110844	-3.15	1.21
SH3TC2|ENST00000515425.6|26	270	270	54.301	0.201115	0.201115	-3.117	1.174
SH3TC2|ENST00000515425.6|27	270	270	45.211	0.167448	0.167448	-3.117	1.131
SH3TC2|ENST00000515425.6|28	270	270	23.853	0.0883444	0.0883444	-3.029	0.565
SH3TC2|ENST00000515425.6|29	270	270	36.005	0.133352	0.133352	-3.029	0.613
SH3TC2|ENST00000515425.6|30	270	270	42.245	0.156463	0.156463	-2.254	1.395
SH3TC2|ENST00000515425.6|31	270	270	10.438	0.0386593	0.0386593	-3.319	1.484
SH3TC2|ENST00000515425.6|32	270	270	16.136	0.059763	0.059763	-3.319	1.765
SH3TC2|ENST00000515425.6|33	270	270	37.563	0.139122	0.139122	-2.528	1.765
SH3TC2|ENST00000515425.6|34	270	270	17.708	0.0655852	0.0655852	-2.861	2.301
SH3TC2|ENST00000515425.6|35	270	270	28.268	0.104696	0.104696	-2.861	2.523
SH3TC2|ENST00000515425.6|38	270	270	42.038	0.155696	0.155696	-2.957	2.318
SH3TC2|ENST00000515425.6|39	270	270	17.295	0.0640556	0.0640556	-2.957	1.984
SH3TC2|ENST00000515425.6|40	270	270	9.759	0.0361444	0.0361444	-1.998	0.365
SH3TC2|ENST00000515425.6|41	270	270	16.396	0.0607259	0.0607259	-2.349	0.365
SH3TC2|ENST00000515425.6|42	270	270	2.777	0.0102852	0.0102852	-2.89	0.365
SH3TC2|ENST00000515425.6|43	270	270	4.098	0.0151778	0.0151778	-2.89	0.312
SH3TC2|ENST00000515425.6|44	270	270	14.115	0.0522778	0.0522778	-2.89	1.879
SH3TC2|ENST00000515425.6|45	270	270	19.379	0.0717741	0.0717741	-2.468	2.004
SH3TC2|ENST00000515425.6|46	270	270	15.197	0.0562852	0.0562852	-2.351	2.004
SH3TC2|ENST00000515425.6|47	270	270	15.922	0.0589704	0.0589704	-2.351	1.991
SH3TC2|ENST00000515425.6|48	270	270	-18.01	-0.0667037	-0.0667037	-2.566	1.506
SH3TC2|ENST00000515425.6|49	270	270	-48.55	-0.179815	-0.179815	-2.726	1.902
SH3TC2|ENST00000515425.6|50	270	270	-26.217	-0.0971	-0.0971	-4.258	1.933
SH3TC2|ENST00000515425.6|51	270	270	6.663	0.0246778	0.0246778	-4.258	1.933
SH3TC2|ENST00000515425.6|52	270	270	47.137	0.174581	0.174581	-2.4	2.033
SH3TC2|ENST00000515425.6|53	270	270	39.851	0.147596	0.147596	-7.606	2.063
SH3TC2|ENST00000515425.6|54	270	270	53.751	0.199078	0.199078	-7.606	2.063
SH3TC2|ENST00000515425.6|55	270	270	101.176	0.374726	0.374726	-2.518	1.944
SH3TC2|ENST00000515425.6|56	270	270	91.072	0.337304	0.337304	-1.975	2.172
SH3TC2|ENST00000515425.6|57	270	270	33.815	0.125241	0.125241	-4.762	2.263
SH3TC2|ENST00000515425.6|58	270	270	2.292	0.00848889	0.00848889	-4.762	2.263
SH3TC2|ENST00000515425.6|59	270	270	37.09	0.13737	0.13737	-2.545	2.203
SH3TC2|ENST00000515425.6|62	270	270	18.807	0.0696556	0.0696556	-3.014	2.386
SH3TC2|ENST00000515425.6|65	270	270	13.041	0.0483	0.0483	-2.119	2.454
SH3TC2|ENST00000515425.6|66	270	270	-6.56	-0.0242963	-0.0242963	-3.103	2.454
SH3TC2|ENST00000515425.6|67	270	270	-35.046	-0.1298	-0.1298	-3.103	2.575
SH3TC2|ENST00000515425.6|68	270	270	-73.299	-0.271478	-0.271478	-3.797	2.575
SH3TC2|ENST00000515425.6|69	270	270	-43.462	-0.16097	-0.16097	-3.797	3.545
SH3TC2|ENST00000515425.6|70	270	270	6.753	0.0250111	0.0250111	-3.31	3.545
SH3TC2|ENST00000515425.6|71	270	270	0.717	0.00265556	0.00265556	-3.014	2.675
SH3TC2|ENST00000515425.6|72	270	270	2.011	0.00744815	0.00744815	-3.014	1.544
SH3TC2|ENST00000515425.6|73	270	270	9.559	0.0354037	0.0354037	-4.104	0.637
SH3TC2|ENST00000515425.6|74	270	270	17.054	0.063163	0.063163	-4.104	0.365
SH3TC2|ENST00000515425.6|75	270	270	14.92	0.0552593	0.0552593	-3.243	2.301
SH3TC2|ENST00000515425.6|76	270	270	-13.741	-0.0508926	-0.0508926	-4.711	2.348
SH3TC2|ENST00000515425.6|77	270	270	-30.302	-0.11223	-0.11223	-4.711	2.793
SH3TC2|ENST00000515425.6|78	270	270	-26.407	-0.0978037	-0.0978037	-4.535	2.832
SH3TC2|ENST00000515425.6|79	270	270	-36.002	-0.133341	-0.133341	-3.287	2.832
SH3TC2|ENST00000515425.6|80	270	270	-2.121	-0.00785556	-0.00785556	-2.335	2.608
SH3TC2|ENST00000515425.6|81	270	270	31.5	0.116667	0.116667	-2.573	2.608
SH3TC2|ENST00000515425.6|82	270	270	13.248	0.0490667	0.0490667	-2.848	2.638
SH3TC2|ENST00000515425.6|83	270	270	-21.487	-0.0795815	-0.0795815	-2.997	2.638
SH3TC2|ENST00000515425.6|84	270	270	4.06	0.015037	0.015037	-2.997	2.988
SH3TC2|ENST00000515425.6|85	270	270	29.502	0.109267	0.109267	-3.843	2.988
SH3TC2|ENST00000515425.6|86	270	270	12.809	0.0474407	0.0474407	-3.843	3.029
SH3TC2|ENST00000515425.6|87	270	270	7.503	0.0277889	0.0277889	-2.4	3.262
SH3TC2|ENST00000515425.6|88	270	270	16.256	0.0602074	0.0602074	-3.581	3.262
SH3TC2|ENST00000515425.6|89	270	270	45.613	0.168937	0.168937	-3.867	3.452
SH3TC2|ENST00000515425.6|90	270	270	81.419	0.301552	0.301552	-3.867	3.696
SH3TC2|ENST00000515425.6|91	270	270	31.275	0.115833	0.115833	-4.58	3.696
SH3TC2|ENST00000515425.6|92	270	270	-18.62	-0.068963	-0.068963	-4.58	3.251
SH3TC2|ENST00000515425.6|93	270	270	16.232	0.0601185	0.0601185	-3.277	3.381
SH3TC2|ENST00000515425.6|94	270	270	20.095	0.0744259	0.0744259	-3.277	3.381
SH3TC2|ENST00000515425.6|95	270	270	5.969	0.0221074	0.0221074	-2.741	2.49
SH3TC2|ENST00000515425.6|96	270	270	20.929	0.0775148	0.0775148	-1.754	2.375
SH3TC2|ENST00000515425.6|97	270	270	-15.13	-0.056037	-0.056037	-3.029	2.375
SH3TC2|ENST00000515425.6|98	270	270	-35.968	-0.133215	-0.133215	-3.029	2.445
SH3TC2|ENST00000515425.6|99	270	270	1.469	0.00544074	0.00544074	-2.67	2.445
SH3TC2|ENST00000515425.6|100	270	270	12.907	0.0478037	0.0478037	-3.332	2.421
SH3TC2|ENST00000515425.6|101	270	270	49.118	0.181919	0.181919	-3.332	2.429
SH3TC2|ENST00000515425.6|102	270	270	64.665	0.2395	0.2395	-2.496	2.429
SH3TC2|ENST00000515425.6|103	270	270	46.766	0.173207	0.173207	-3.256	2.308
SH3TC2|ENST00000515425.6|104	270	270	18.885	0.0699444	0.0699444	-3.256	2.189
SH3TC2|ENST00000515425.6|105	270	270	-7.741	-0.0286704	-0.0286704	-3.544	2.054
SH3TC2|ENST00000515425.6|106	270	270	-1.512	-0.0056	-0.0056	-4.03	2.166
SH3TC2|ENST00000515425.6|107	270	270	10.602	0.0392667	0.0392667	-4.03	2.211
SH3TC2|ENST00000515425.6|108	270	270	33.028	0.122326	0.122326	-1.695	2.211
SH3TC2|ENST00000515425.6|109	270	270	33.467	0.123952	0.123952	-2.727	2.059
SH3TC2|ENST00000515425.6|110	270	270	20.068	0.0743259	0.0743259	-3.357	2.035
SH3TC2|ENST00000515425.6|111	270	270	21.217	0.0785815	0.0785815	-3.357	2.035
SH3TC2|ENST00000515425.6|112	270	270	-6.31	-0.0233704	-0.0233704	-2.439	2.035
SH3TC2|ENST00000515425.6|113	270	270	-12.393	-0.0459	-0.0459	-2.439	1.827
SH3TC2|ENST00000515425.6|114	270	270	34.979	0.129552	0.129552	-2.027	1.778
SH3TC2|ENST00000515425.6|115	270	270	46.609	0.172626	0.172626	-3.197	1.813
SH3TC2|ENST00000515425.6|116	270	270	32.91	0.121889	0.121889	-3.197	1.846
SH3TC2|ENST00000515425.6|117	270	270	35.263	0.130604	0.130604	-2.044	1.882
SH3TC2|ENST00000515425.6|118	270	270	34.603	0.128159	0.128159	-2.044	2.005
SH3TC2|ENST00000515425.6|121	270	270	48.896	0.181096	0.181096	-2.577	2.345
SH3TC2|ENST00000515425.6|122	270	270	37.165	0.137648	0.137648	-2.462	2.345
SH3TC2|ENST00000515425.6|123	270	270	7.097	0.0262852	0.0262852	-2.797	2.345
SH3TC2|ENST00000515425.6|124	270	270	-3.941	-0.0145963	-0.0145963	-2.797	2.617
SH3TC2|ENST00000515425.6|125	270	270	-5.314	-0.0196815	-0.0196815	-6.057	2.617
SH3TC2|ENST00000515425.6|126	270	270	10.556	0.0390963	0.0390963	-6.057	2.77
SH3TC2|ENST00000515425.6|127	270	270	-3.057	-0.0113222	-0.0113222	-3.556	2.837
SH3TC2|ENST00000515425.6|128	270	270	-27.005	-0.100019	-0.100019	-4.023	2.837
SH3TC2|ENST00000515425.6|129	270	270	-33.674	-0.124719	-0.124719	-4.023	2.857
SH3TC2|ENST00000515425.6|130	270	270	-14.808	-0.0548444	-0.0548444	-3.109	2.857
SH3TC2|ENST00000515425.6|131	270	270	5.33	0.0197407	0.0197407	-3.966	1.667
SH3TC2|ENST00000515425.6|132	270	270	-27.584	-0.102163	-0.102163	-3.966	1.788
SH3TC2|ENST00000515425.6|133	270	270	-13.034	-0.0482741	-0.0482741	-2.8	2.722
SH3TC2|ENST00000515425.6|134	270	270	122.512	0.453748	0.453748	-3.632	4.023
SH3TC2|ENST00000515425.6|135	270	270	153.905	0.570019	0.570019	-3.845	4.023
SH3TC2|ENST00000515425.6|136	270	270	51.698	0.191474	0.191474	-4.153	4.023
SH3TC2|ENST00000515425.6|137	270	270	-21.995	-0.081463	-0.081463	-4.153	3.202
SH3TC2|ENST00000515425.6|138	270	270	-45.634	-0.169015	-0.169015	-3.017	1.92
SH3TC2|ENST00000515425.6|139	270	270	-47.781	-0.176967	-0.176967	-3.157	1.92
SH3TC2|ENST00000515425.6|140	270	270	-56.485	-0.209204	-0.209204	-4.147	2.725
SH3TC2|ENST00000515425.6|141	270	270	-15.682	-0.0580815	-0.0580815	-4.147	2.931
SH3TC2|ENST00000515425.6|142	270	270	18.974	0.0702741	0.0702741	-3.789	2.931
SH3TC2|ENST00000515425.6|143	270	270	-7.967	-0.0295074	-0.0295074	-4.053	2.756
SH3TC2|ENST00000515425.6|144	270	270	-56.41	-0.208926	-0.208926	-4.053	2.756
SH3TC2|ENST00000515425.6|145	270	270	-33.716	-0.124874	-0.124874	-2.958	3.065
SH3TC2|ENST00000515425.6|146	270	270	9.183	0.0340111	0.0340111	-2.958	3.065
SH3TC2|ENST00000515425.6|147	270	270	-13.221	-0.0489667	-0.0489667	-1.988	2.866
SH3TC2|ENST00000515425.6|148	270	270	-29.998	-0.111104	-0.111104	-2.89	3.065
SH3TC2|ENST00000515425.6|149	270	270	-2.898	-0.0107333	-0.0107333	-5.559	3.582
SH3TC2|ENST00000515425.6|150	270	270	34.574	0.128052	0.128052	-5.559	3.582
SH3TC2|ENST00000515425.6|151	270	270	8.723	0.0323074	0.0323074	-4.25	3.346
SH3TC2|ENST00000515425.6|152	270	270	-11.531	-0.0427074	-0.0427074	-3.706	3.192
SH3TC2|ENST00000515425.6|153	270	270	4.307	0.0159519	0.0159519	-3.378	3.045
SH3TC2|ENST00000515425.6|154	270	270	-14.813	-0.054863	-0.054863	-5.662	3.101
SH3TC2|ENST00000515425.6|155	270	270	-22.99	-0.0851481	-0.0851481	-5.662	3.101
SH3TC2|ENST00000515425.6|156	270	270	-24.238	-0.0897704	-0.0897704	-4.802	2.641
SH3TC2|ENST00000515425.6|157	270	270	-0.834001	-0.00308889	-0.00308889	-4.802	2.952
SH3TC2|ENST00000515425.6|158	270	270	66.007	0.24447	0.24447	-3.185	4.04
SH3TC2|ENST00000515425.6|159	270	270	87.441	0.323856	0.323856	-3.155	4.04
SH3TC2|ENST00000515425.6|160	270	270	97.2	0.36	0.36	-3.155	4.04
SH3TC2|ENST00000515425.6|161	270	270	59.759	0.22133	0.22133	-2.552	4.04
SH3TC2|ENST00000515425.6|162	270	270	8.783	0.0325296	0.0325296	-2.552	0.693
SH3TC2|ENST00000515425.6|163	270	270	19.241	0.071263	0.071263	-1.874	0.697
SH3TC2|ENST00000515425.6|164	270	270	17.79	0.0658889	0.0658889	-3.394	2.779
SH3TC2|ENST00000515425.6|165	270	270	27.883	0.10327	0.10327	-3.394	2.99
SH3TC2|ENST00000515425.6|166	270	270	31.978	0.118437	0.118437	-1.986	2.99
SH3TC2|ENST00000515425.6|167	270	270	32.384	0.119941	0.119941	-1.971	2.99
SLC36A2|ENST00000335244.9|1	270	270	37.439	0.138663	0.138663	-4.125	3.817
SLC36A2|ENST00000335244.9|2	270	270	-8.735	-0.0323519	-0.0323519	-2.909	3.411
SLC36A2|ENST00000335244.9|3	270	270	-6.078	-0.0225111	-0.0225111	-2.812	3.11
SLC36A2|ENST00000335244.9|4	270	270	105.284	0.389941	0.389941	-3.613	9.883
SLC36A2|ENST00000335244.9|5	270	270	853.87	3.16248	3.16248	-3.613	9.883
SLC36A2|ENST00000335244.9|6	270	270	1110.03	4.11123	4.11123	-5.225	9.883
SLC36A2|ENST00000335244.9|7	270	270	362.675	1.34324	1.34324	-5.225	9.883
SLC36A2|ENST00000335244.9|8	270	270	19.398	0.0718444	0.0718444	-3.31	3.702
SLC36A2|ENST00000335244.9|9	270	270	-21.148	-0.0783259	-0.0783259	-2.919	1.436
SLC36A2|ENST00000335244.9|10	270	270	-19.232	-0.0712296	-0.0712296	-3.699	3.209
SLC36A2|ENST00000335244.9|11	270	270	74.961	0.277633	0.277633	-3.699	3.419
SLC36A2|ENST00000335244.9|12	270	270	90.656	0.335763	0.335763	-2.685	3.419
SLC36A2|ENST00000335244.9|13	270	270	33.68	0.124741	0.124741	-4.221	3.337
SMAD5|ENST00000545279.6|1	270	270	-34.142	-0.126452	-0.126452	-4.541	0.355
SMAD5|ENST00000545279.6|2	270	270	-5.989	-0.0221815	-0.0221815	-3.287	0.355
SMAD5|ENST00000545279.6|3	270	270	5.402	0.0200074	0.0200074	-3.433	0.344
SMAD5|ENST00000545279.6|6	270	270	-6.917	-0.0256185	-0.0256185	-3.696	0.531
SMAD5|ENST00000545279.6|7	270	270	8.293	0.0307148	0.0307148	-3.696	0.531
SMAD5|ENST00000545279.6|8	270	270	1.442	0.00534075	0.00534075	-3.711	2.191
SMAD5|ENST00000545279.6|9	270	270	-5.705	-0.0211296	-0.0211296	-3.711	2.581
SMAD5|ENST00000545279.6|10	270	270	2.222	0.00822963	0.00822963	-2.62	3.018
SMAD5|ENST00000545279.6|11	270	270	4.046	0.0149852	0.0149852	-2.249	3.018
SMAD5|ENST00000545279.6|12	270	270	0.589	0.00218148	0.00218148	-2.961	2.554
SMAD5|ENST00000545279.6|13	270	270	8.524	0.0315704	0.0315704	-2.961	2.554
SMAD5|ENST00000545279.6|14	270	270	9.591	0.0355222	0.0355222	-2.553	2.384
SMAD5|ENST00000545279.6|15	270	270	9.163	0.033937	0.033937	-3.411	2.384
SMAD5|ENST00000545279.6|16	270	270	16.185	0.0599444	0.0599444	-3.411	2.204
SMAD5|ENST00000545279.6|17	270	270	18.82	0.0697037	0.0697037	-2.861	2.204
SMAD5|ENST00000545279.6|18	270	270	40.58	0.150296	0.150296	-2.224	1.935
SMAD5|ENST00000545279.6|19	270	270	61.287	0.226989	0.226989	-2.139	1.935
SMAD5|ENST00000545279.6|20	270	270	56.218	0.208215	0.208215	-3.663	1.433
SMAD5|ENST00000545279.6|21	270	270	59.659	0.220959	0.220959	-3.663	1.433
SMAD5|ENST00000545279.6|22	270	270	44.962	0.166526	0.166526	-2.476	1.433
SMAD5|ENST00000545279.6|23	270	270	19.241	0.071263	0.071263	-2.476	1.337
SMAD5|ENST00000545279.6|24	270	270	32.653	0.120937	0.120937	-3.119	1.177
SMAD5|ENST00000545279.6|25	270	270	50.827	0.188248	0.188248	-3.119	1.177
SMAD5|ENST00000545279.6|26	270	270	62.102	0.230007	0.230007	-2.082	1.177
SMAD5|ENST00000545279.6|27	270	270	61.276	0.226948	0.226948	-2.342	1.177
SMAD5|ENST00000545279.6|28	270	270	60.664	0.224681	0.224681	-2.98	1.103
SMAD5|ENST00000545279.6|29	270	270	65.68	0.243259	0.243259	-2.98	1.103
SMAD5|ENST00000545279.6|30	270	270	61.659	0.228367	0.228367	-2.127	0.938
SMAD5|ENST00000545279.6|31	270	270	33.78	0.125111	0.125111	-1.976	0.827
SMAD5|ENST00000545279.6|32	270	270	14.853	0.0550111	0.0550111	-1.999	0.827
SMAD5|ENST00000545279.6|33	270	270	12.897	0.0477667	0.0477667	-1.999	0.743
SMAD5|ENST00000545279.6|34	270	270	6.03	0.0223333	0.0223333	-2.226	0.526
SMAD5|ENST00000545279.6|37	270	270	9.733	0.0360482	0.0360482	-2.599	0.589
SMAD5|ENST00000545279.6|38	270	270	36.959	0.136885	0.136885	-3.215	0.558
TCOF1|ENST00000643257.2|2	270	270	-36.553	-0.135381	-0.135381	-4.354	2.869
TCOF1|ENST00000643257.2|3	270	270	-60.565	-0.224315	-0.224315	-4.354	2.869
TERT|ENST00000310581.10|1	270	270	-89.491	-0.331448	-0.331448	-6.819	4.011
TERT|ENST00000310581.10|2	270	270	-144.755	-0.53613	-0.53613	-5.432	1.892
TERT|ENST00000310581.10|3	270	270	-147.721	-0.547115	-0.547115	-3.995	1.892
TERT|ENST00000310581.10|4	270	270	-143.951	-0.533152	-0.533152	-3.995	1.892
TRIO|ENST00000344204.9|1	270	270	593.83	2.19937	2.19937	-3.809	7.875
TRIO|ENST00000344204.9|2	270	270	459.146	1.70054	1.70054	-3.809	7.875
TRIO|ENST00000344204.9|3	270	270	449.966	1.66654	1.66654	-3.347	8.318
TRIO|ENST00000344204.9|4	270	270	471.818	1.74747	1.74747	-3.347	8.318
TRIO|ENST00000344204.9|5	270	270	827.283	3.06401	3.06401	-2.344	9.602
TRIO|ENST00000344204.9|6	270	270	1028.79	3.81033	3.81033	-1.913	9.602
TRIO|ENST00000344204.9|7	270	270	644.932	2.38864	2.38864	-1.913	8.716
TRIO|ENST00000344204.9|8	270	270	531.538	1.96866	1.96866	-2.986	6.419
TRIO|ENST00000344204.9|9	270	270	340.816	1.26228	1.26228	-2.986	6.155
TRIO|ENST00000344204.9|10	270	270	517.891	1.91811	1.91811	-2.311	8.503
TRIO|ENST00000344204.9|11	270	270	910.982	3.37401	3.37401	-1.404	9.406
TRIO|ENST00000344204.9|12	270	270	871.196	3.22665	3.22665	-3.765	9.406
TRIO|ENST00000344204.9|13	270	270	777.212	2.87856	2.87856	-3.765	9.406
ARID1B|ENST00000636930.2|1	270	270	-64.417	-0.238581	-0.238581	-4.02	2.58
ARID1B|ENST00000636930.2|2	270	270	-30.423	-0.112678	-0.112678	-3.143	3.042
ARID1B|ENST00000636930.2|3	270	270	-25.762	-0.0954148	-0.0954148	-3.418	3.042
ARID1B|ENST00000636930.2|4	270	270	-32.238	-0.1194	-0.1194	-3.418	2.339
ARID1B|ENST00000636930.2|5	270	270	-59.736	-0.221244	-0.221244	-3.11	2.58
ARID1B|ENST00000636930.2|6	270	270	-27.461	-0.101707	-0.101707	-3.11	2.618
ARID1B|ENST00000636930.2|7	270	270	10.223	0.037863	0.037863	-3.402	2.618
ARID1B|ENST00000636930.2|8	270	270	10.106	0.0374296	0.0374296	-3.402	2.586
ARID1B|ENST00000636930.2|9	270	270	46.251	0.1713	0.1713	-2.754	2.99
ARID1B|ENST00000636930.2|10	270	270	19.285	0.0714259	0.0714259	-3.489	2.99
ARID1B|ENST00000636930.2|11	270	270	-54.54	-0.202	-0.202	-4.775	2.733
ARID1B|ENST00000636930.2|12	270	270	-60.7	-0.224815	-0.224815	-4.775	2.606
ARID1B|ENST00000636930.2|13	270	270	-29.843	-0.11053	-0.11053	-4.267	2.654
ARID1B|ENST00000636930.2|14	270	270	-15.859	-0.058737	-0.058737	-3.61	2.654
ARID1B|ENST00000636930.2|15	270	270	-60.557	-0.224285	-0.224285	-3.832	1.819
ARID1B|ENST00000636930.2|16	270	270	-87.905	-0.325574	-0.325574	-3.832	2.649
ARID1B|ENST00000636930.2|17	270	270	-87.899	-0.325552	-0.325552	-3.604	2.649
ARID1B|ENST00000636930.2|18	270	270	-92.506	-0.342615	-0.342615	-3.32	2.4
ARID1B|ENST00000636930.2|21	270	270	-71.852	-0.266119	-0.266119	-3.577	2.475
CD2AP|ENST00000359314.5|1	270	270	9.218	0.0341407	0.0341407	-2.782	1.234
CD2AP|ENST00000359314.5|2	270	270	40.19	0.148852	0.148852	-2.143	1.4
CD2AP|ENST00000359314.5|3	270	270	73.077	0.270656	0.270656	-2.485	1.4
CD2AP|ENST00000359314.5|4	270	270	66.796	0.247393	0.247393	-2.485	1.4
CD2AP|ENST00000359314.5|5	270	270	28.822	0.106748	0.106748	-3.8	0.531
CD2AP|ENST00000359314.5|6	270	270	23.232	0.0860444	0.0860444	-3.8	0.656
CD2AP|ENST00000359314.5|7	270	270	27.499	0.101848	0.101848	-2.2	0.656
CD2AP|ENST00000359314.5|8	270	270	27.142	0.100526	0.100526	-1.55	0.656
CD2AP|ENST00000359314.5|9	270	270	39.37	0.145815	0.145815	-1.851	1.066
CD2AP|ENST00000359314.5|10	270	270	38.896	0.144059	0.144059	-2.431	1.066
CD2AP|ENST00000359314.5|11	270	270	32.888	0.121807	0.121807	-2.431	1.173
CD2AP|ENST00000359314.5|12	270	270	18.712	0.0693037	0.0693037	-3.678	1.189
CD2AP|ENST00000359314.5|13	270	270	33.447	0.123878	0.123878	-3.678	1.263
CD2AP|ENST00000359314.5|14	270	270	50.186	0.185874	0.185874	-3.988	1.263
CD2AP|ENST00000359314.5|15	270	270	26.72	0.098963	0.098963	-3.988	1.358
CD2AP|ENST00000359314.5|16	270	270	35.479	0.131404	0.131404	-3.007	1.546
CD2AP|ENST00000359314.5|17	270	270	65.789	0.243663	0.243663	-1.749	1.546
CD2AP|ENST00000359314.5|20	270	270	40.604	0.150385	0.150385	-3.377	2.046
CD2AP|ENST00000359314.5|21	270	270	50.609	0.187441	0.187441	-2.767	2.394
CD2AP|ENST00000359314.5|22	270	270	58.321	0.216004	0.216004	-2.767	2.394
COL10A1|ENST00000651968.1|1	270	270	75.351	0.279078	0.279078	-2.198	2.359
COL10A1|ENST00000651968.1|2	270	270	23.717	0.0878407	0.0878407	-2.729	2.359
COL10A1|ENST00000651968.1|3	270	270	15.87	0.0587778	0.0587778	-2.729	2.612
COL10A1|ENST00000651968.1|4	270	270	38.552	0.142785	0.142785	-3.199	2.963
COL10A1|ENST00000651968.1|5	270	270	36.72	0.136	0.136	-3.199	3.044
COL10A1|ENST00000651968.1|6	270	270	22.423	0.0830481	0.0830481	-3.132	3.044
COL10A1|ENST00000651968.1|7	270	270	26.205	0.0970556	0.0970556	-4.397	2.928
