Name,miRNA
CASK|ENST00000378163.7|3,CASK:miR-142-3p.2
CASK|ENST00000378163.7|3,CASK:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CASK|ENST00000378163.7|3,CASK:miR-186-5p
CASK|ENST00000378163.7|3,CASK:miR-194-5p
CASK|ENST00000378163.7|40,CASK:miR-124-3p.2/506-3p
CASK|ENST00000378163.7|4,CASK:miR-144-3p
CASK|ENST00000378163.7|4,CASK:miR-216b-5p
CASK|ENST00000378163.7|4,CASK:miR-23-3p
CASK|ENST00000378163.7|5,CASK:miR-1-3p/206
CASK|ENST00000378163.7|5,CASK:miR-144-3p
CASK|ENST00000378163.7|5,CASK:miR-191-5p
CASK|ENST00000378163.7|5,CASK:miR-216b-5p
CASK|ENST00000378163.7|5,CASK:miR-23-3p
CASK|ENST00000378163.7|5,CASK:miR-299-5p
CASK|ENST00000378163.7|5,CASK:miR-331-3p
CASK|ENST00000378163.7|6,CASK:miR-1-3p/206
CASK|ENST00000378163.7|6,CASK:miR-142-5p
CASK|ENST00000378163.7|6,CASK:miR-153-3p
CASK|ENST00000378163.7|6,CASK:miR-191-5p
CASK|ENST00000378163.7|6,CASK:miR-299-5p
CASK|ENST00000378163.7|6,CASK:miR-331-3p
CASK|ENST00000378163.7|6,CASK:miR-340-5p
CASK|ENST00000378163.7|7,CASK:miR-142-5p
CASK|ENST00000378163.7|7,CASK:miR-144-3p
CASK|ENST00000378163.7|7,CASK:miR-200bc-3p/429
CASK|ENST00000378163.7|7,CASK:miR-203a-3p.1
CASK|ENST00000378163.7|7,CASK:miR-25-3p/32-5p/92-3p/363-3p/367-3p
CASK|ENST00000378163.7|7,CASK:miR-340-5p
CASK|ENST00000378163.7|8,CASK:miR-144-3p
CASK|ENST00000378163.7|8,CASK:miR-200bc-3p/429
CASK|ENST00000378163.7|8,CASK:miR-203a-3p.1
CASK|ENST00000378163.7|8,CASK:miR-25-3p/32-5p/92-3p/363-3p/367-3p
CASK|ENST00000378163.7|9,CASK:miR-203a-3p.1
CAV1|ENST00000341049.7|10,CAV1:miR-670-3p
CAV1|ENST00000341049.7|11,CAV1:miR-199-5p
CAV1|ENST00000341049.7|12,CAV1:miR-199-5p
CAV1|ENST00000341049.7|4,CAV1:miR-124-3p.1
CAV1|ENST00000341049.7|5,CAV1:miR-124-3p.1
CAV1|ENST00000341049.7|9,CAV1:miR-670-3p
CAV3|ENST00000343849.3|1,CAV3:miR-22-3p
CAV3|ENST00000343849.3|2,CAV3:miR-101-3p.1
CAV3|ENST00000343849.3|2,CAV3:miR-101-3p.2
CAV3|ENST00000343849.3|2,CAV3:miR-144-3p
CAV3|ENST00000343849.3|2,CAV3:miR-22-3p
CAV3|ENST00000343849.3|2,CAV3:miR-582-5p
CAV3|ENST00000343849.3|3,CAV3:miR-101-3p.1
CAV3|ENST00000343849.3|3,CAV3:miR-101-3p.2
CAV3|ENST00000343849.3|3,CAV3:miR-1197
CAV3|ENST00000343849.3|3,CAV3:miR-144-3p
CAV3|ENST00000343849.3|3,CAV3:miR-582-5p
CAV3|ENST00000343849.3|4,CAV3:miR-1197
CBFB|ENST00000412916.7|11,CBFB:miR-410-3p
CBFB|ENST00000412916.7|12,CBFB:miR-30-5p
CBFB|ENST00000412916.7|12,CBFB:miR-410-3p
CBFB|ENST00000412916.7|13,CBFB:miR-30-5p
CBFB|ENST00000412916.7|15,CBFB:miR-155-5p
CBFB|ENST00000412916.7|15,CBFB:miR-338-3p
CBFB|ENST00000412916.7|15,CBFB:miR-365-3p
CBFB|ENST00000412916.7|16,CBFB:miR-124-3p.1
CBFB|ENST00000412916.7|16,CBFB:miR-124-3p.2/506-3p
CBFB|ENST00000412916.7|16,CBFB:miR-143-3p
CBFB|ENST00000412916.7|16,CBFB:miR-155-5p
CBFB|ENST00000412916.7|16,CBFB:miR-338-3p
CBFB|ENST00000412916.7|16,CBFB:miR-365-3p
CBFB|ENST00000412916.7|1,CBFB:miR-128-3p
CBFB|ENST00000412916.7|1,CBFB:miR-130-3p/301-3p/454-3p
CBFB|ENST00000412916.7|1,CBFB:miR-145-5p
CBFB|ENST00000412916.7|1,CBFB:miR-153-3p
CBFB|ENST00000412916.7|1,CBFB:miR-19-3p
CBFB|ENST00000412916.7|1,CBFB:miR-221-3p/222-3p
CBFB|ENST00000412916.7|1,CBFB:miR-27-3p
CBFB|ENST00000412916.7|1,CBFB:miR-34-5p/449-5p
CBFB|ENST00000412916.7|2,CBFB:miR-130-3p/301-3p/454-3p
CBFB|ENST00000412916.7|2,CBFB:miR-153-3p
CBFB|ENST00000412916.7|2,CBFB:miR-19-3p
CBFB|ENST00000412916.7|2,CBFB:miR-221-3p/222-3p
CBFB|ENST00000412916.7|2,CBFB:miR-34-5p/449-5p
CBFB|ENST00000412916.7|6,CBFB:miR-125-5p
CBFB|ENST00000412916.7|7,CBFB:miR-125-5p
CBFB|ENST00000412916.7|7,CBFB:miR-188-5p
CBFB|ENST00000412916.7|7,CBFB:miR-204-5p/211-5p
CBFB|ENST00000412916.7|7,CBFB:miR-655-3p
CBFB|ENST00000412916.7|8,CBFB:miR-188-5p
CBFB|ENST00000412916.7|8,CBFB:miR-204-5p/211-5p
CBFB|ENST00000412916.7|8,CBFB:miR-655-3p
CCNA2|ENST00000274026.10|1,CCNA2:miR-200bc-3p/429
CCNA2|ENST00000274026.10|1,CCNA2:miR-219-5p
CCNA2|ENST00000274026.10|1,CCNA2:miR-381-3p
CCNA2|ENST00000274026.10|2,CCNA2:miR-200bc-3p/429
CCNA2|ENST00000274026.10|2,CCNA2:miR-381-3p
CCNA2|ENST00000274026.10|5,CCNA2:miR-410-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-130-3p/301-3p/454-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-148-3p/152-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-19-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-27-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-29-3p
CCNA2|ENST00000274026.10|6,CCNA2:miR-330-3p.2
CCNA2|ENST00000274026.10|6,CCNA2:miR-410-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-130-3p/301-3p/454-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-148-3p/152-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-19-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-27-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-29-3p
CCNA2|ENST00000274026.10|7,CCNA2:miR-330-3p.2
CD2AP|ENST00000359314.5|16,CD2AP:miR-182-5p
CD2AP|ENST00000359314.5|17,CD2AP:miR-181-5p
CD2AP|ENST00000359314.5|17,CD2AP:miR-182-5p
CD2AP|ENST00000359314.5|1,CD2AP:miR-182-5p
CD2AP|ENST00000359314.5|1,CD2AP:miR-199-3p
CD2AP|ENST00000359314.5|20,CD2AP:miR-137
CD2AP|ENST00000359314.5|20,CD2AP:miR-1-3p/206
CD2AP|ENST00000359314.5|20,CD2AP:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CD2AP|ENST00000359314.5|20,CD2AP:miR-219-5p
CD2AP|ENST00000359314.5|20,CD2AP:miR-221-3p/222-3p
CD2AP|ENST00000359314.5|20,CD2AP:miR-25-3p/32-5p/92-3p/363-3p/367-3p
CD2AP|ENST00000359314.5|20,CD2AP:miR-503-5p
CD2AP|ENST00000359314.5|21,CD2AP:miR-1-3p/206
CD2AP|ENST00000359314.5|21,CD2AP:miR-30-5p
CD2AP|ENST00000359314.5|22,CD2AP:miR-1-3p/206
CD2AP|ENST00000359314.5|22,CD2AP:miR-30-5p
CD2AP|ENST00000359314.5|2,CD2AP:miR-182-5p
CD2AP|ENST00000359314.5|2,CD2AP:miR-199-3p
CD2AP|ENST00000359314.5|2,CD2AP:miR-369-3p
CD2AP|ENST00000359314.5|3,CD2AP:miR-188-5p
CD2AP|ENST00000359314.5|3,CD2AP:miR-369-3p
CD2AP|ENST00000359314.5|4,CD2AP:miR-188-5p
CD2AP|ENST00000359314.5|5,CD2AP:miR-130-3p/301-3p/454-3p
CD2AP|ENST00000359314.5|6,CD2AP:miR-130-3p/301-3p/454-3p
CD2AP|ENST00000359314.5|6,CD2AP:miR-138-5p
CD2AP|ENST00000359314.5|7,CD2AP:miR-138-5p
CD2AP|ENST00000359314.5|7,CD2AP:miR-496.1
CD2AP|ENST00000359314.5|8,CD2AP:miR-496.1
CDC73|ENST00000367435.5|12,CDC73:miR-196-5p
CDC73|ENST00000367435.5|13,CDC73:miR-101-3p.2
CDC73|ENST00000367435.5|13,CDC73:miR-124-3p.1
CDC73|ENST00000367435.5|13,CDC73:miR-124-3p.2/506-3p
CDC73|ENST00000367435.5|13,CDC73:miR-144-3p
CDC73|ENST00000367435.5|13,CDC73:miR-196-5p
CDC73|ENST00000367435.5|13,CDC73:miR-26-5p
CDC73|ENST00000367435.5|14,CDC73:miR-101-3p.2
CDC73|ENST00000367435.5|14,CDC73:miR-124-3p.1
CDC73|ENST00000367435.5|14,CDC73:miR-124-3p.2/506-3p
CDC73|ENST00000367435.5|14,CDC73:miR-144-3p
CDC73|ENST00000367435.5|14,CDC73:miR-26-5p
CDC73|ENST00000367435.5|15,CDC73:miR-124-3p.1
CDC73|ENST00000367435.5|15,CDC73:miR-19-3p
CDC73|ENST00000367435.5|15,CDC73:miR-455-5p
CDC73|ENST00000367435.5|16,CDC73:miR-124-3p.1
CDC73|ENST00000367435.5|16,CDC73:miR-1298-5p
CDC73|ENST00000367435.5|16,CDC73:miR-19-3p
CDC73|ENST00000367435.5|16,CDC73:miR-371-5p
CDC73|ENST00000367435.5|16,CDC73:miR-455-5p
CDC73|ENST00000367435.5|17,CDC73:miR-1298-5p
CDC73|ENST00000367435.5|17,CDC73:miR-145-5p
CDC73|ENST00000367435.5|17,CDC73:miR-371-5p
CDC73|ENST00000367435.5|18,CDC73:miR-145-5p
CDC73|ENST00000367435.5|19,CDC73:miR-200bc-3p/429
CDC73|ENST00000367435.5|19,CDC73:miR-655-3p
CDC73|ENST00000367435.5|1,CDC73:miR-155-5p
CDC73|ENST00000367435.5|1,CDC73:miR-320
CDC73|ENST00000367435.5|1,CDC73:miR-330-3p
CDC73|ENST00000367435.5|1,CDC73:miR-340-5p
CDC73|ENST00000367435.5|1,CDC73:miR-381-3p
CDC73|ENST00000367435.5|20,CDC73:miR-130-3p/301-3p/454-3p
CDC73|ENST00000367435.5|20,CDC73:miR-19-3p
CDC73|ENST00000367435.5|20,CDC73:miR-200bc-3p/429
CDC73|ENST00000367435.5|20,CDC73:miR-655-3p
CDC73|ENST00000367435.5|21,CDC73:miR-130-3p/301-3p/454-3p
CDC73|ENST00000367435.5|21,CDC73:miR-19-3p
CDC73|ENST00000367435.5|21,CDC73:miR-200bc-3p/429
CDC73|ENST00000367435.5|21,CDC73:miR-369-3p
CDC73|ENST00000367435.5|21,CDC73:miR-374-5p
CDC73|ENST00000367435.5|21,CDC73:miR-495-3p
CDC73|ENST00000367435.5|22,CDC73:miR-200bc-3p/429
CDC73|ENST00000367435.5|22,CDC73:miR-369-3p
CDC73|ENST00000367435.5|22,CDC73:miR-374-5p
CDC73|ENST00000367435.5|22,CDC73:miR-495-3p
CDC73|ENST00000367435.5|22,CDC73:miR-670-3p
CDC73|ENST00000367435.5|27,CDC73:miR-371-5p
CDC73|ENST00000367435.5|28,CDC73:miR-371-5p
CDC73|ENST00000367435.5|29,CDC73:miR-183-5p.1
CDC73|ENST00000367435.5|29,CDC73:miR-369-3p
CDC73|ENST00000367435.5|29,CDC73:miR-655-3p
CDC73|ENST00000367435.5|2,CDC73:miR-155-5p
CDC73|ENST00000367435.5|2,CDC73:miR-186-5p
CDC73|ENST00000367435.5|2,CDC73:miR-329-3p/362-3p
CDC73|ENST00000367435.5|2,CDC73:miR-381-3p
CDC73|ENST00000367435.5|2,CDC73:miR-490-3p
CDC73|ENST00000367435.5|2,CDC73:miR-655-3p
CDC73|ENST00000367435.5|2,CDC73:miR-802
CDC73|ENST00000367435.5|30,CDC73:miR-182-5p
CDC73|ENST00000367435.5|30,CDC73:miR-183-5p.1
CDC73|ENST00000367435.5|30,CDC73:miR-369-3p
CDC73|ENST00000367435.5|30,CDC73:miR-655-3p
CDC73|ENST00000367435.5|30,CDC73:miR-96-5p/1271-5p
CDC73|ENST00000367435.5|5,CDC73:miR-149-5p
CDC73|ENST00000367435.5|5,CDC73:miR-150-5p
CDC73|ENST00000367435.5|5,CDC73:miR-181-5p
CDC73|ENST00000367435.5|5,CDC73:miR-3064-5p
CDC73|ENST00000367435.5|5,CDC73:miR-382-3p
CDC73|ENST00000367435.5|5,CDC73:miR-493-5p
CDC73|ENST00000367435.5|6,CDC73:miR-149-5p
CDC73|ENST00000367435.5|6,CDC73:miR-150-5p
CDC73|ENST00000367435.5|6,CDC73:miR-3064-5p
CDC73|ENST00000367435.5|6,CDC73:miR-7-5p
CDC73|ENST00000367435.5|6,CDC73:miR-9-5p
CDC73|ENST00000367435.5|7,CDC73:miR-199-5p
CDC73|ENST00000367435.5|7,CDC73:miR-7-5p
CDC73|ENST00000367435.5|7,CDC73:miR-9-5p
CDC73|ENST00000367435.5|8,CDC73:miR-199-5p
CDH1|ENST00000261769.10|10,CDH1:miR-9-5p
CDH1|ENST00000261769.10|11,CDH1:miR-338-3p
CDH1|ENST00000261769.10|12,CDH1:miR-338-3p
CDH1|ENST00000261769.10|14,CDH1:miR-219a-2-3p
CDH1|ENST00000261769.10|14,CDH1:miR-340-5p
CDH1|ENST00000261769.10|14,CDH1:miR-361-5p
CDH1|ENST00000261769.10|15,CDH1:miR-219a-2-3p
CDH1|ENST00000261769.10|15,CDH1:miR-340-5p
CDH1|ENST00000261769.10|15,CDH1:miR-361-5p
CDH1|ENST00000261769.10|15,CDH1:miR-495-3p
CDH1|ENST00000261769.10|1,CDH1:miR-217
CDH1|ENST00000261769.10|9,CDH1:miR-9-5p
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-142-3p.2
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-196-5p
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-221-3p/222-3p
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-221-3p/222-3p
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-455-5p
CDKN1B|ENST00000228872.9|2,CDKN1B:miR-877-5p
CDKN1B|ENST00000228872.9|3,CDKN1B:miR-186-5p
CDKN1B|ENST00000228872.9|3,CDKN1B:miR-199-5p
CDKN1B|ENST00000228872.9|3,CDKN1B:miR-221-3p/222-3p
CDKN1B|ENST00000228872.9|3,CDKN1B:miR-455-5p
CDKN1B|ENST00000228872.9|3,CDKN1B:miR-488-3p
CDKN1B|ENST00000228872.9|4,CDKN1B:miR-186-5p
CDKN1B|ENST00000228872.9|4,CDKN1B:miR-199-5p
CDKN1B|ENST00000228872.9|4,CDKN1B:miR-488-3p
CDKN1B|ENST00000228872.9|7,CDKN1B:miR-200bc-3p/429
CDKN1B|ENST00000228872.9|7,CDKN1B:miR-452-5p/892-3p
CDKN1C|ENST00000440480.8|2,CDKN1C:miR-129-5p
CDKN1C|ENST00000440480.8|2,CDKN1C:miR-199-5p
CDKN1C|ENST00000440480.8|2,CDKN1C:miR-25-3p/32-5p/92-3p/363-3p/367-3p
CDKN1C|ENST00000440480.8|3,CDKN1C:miR-129-5p
CDKN1C|ENST00000440480.8|4,CDKN1C:miR-24-3p
CDKN1C|ENST00000440480.8|4,CDKN1C:miR-26-5p
CDKN1C|ENST00000440480.8|4,CDKN1C:miR-34-5p/449-5p
CDKN1C|ENST00000440480.8|4,CDKN1C:miR-873-5p.1
CDKN1C|ENST00000440480.8|5,CDKN1C:miR-24-3p
CDKN1C|ENST00000440480.8|5,CDKN1C:miR-26-5p
CDKN1C|ENST00000440480.8|5,CDKN1C:miR-34-5p/449-5p
CDKN1C|ENST00000440480.8|5,CDKN1C:miR-873-5p.1
CDKN2B|ENST00000276925.7|6,CDKN2B:miR-582-5p
CDKN2B|ENST00000276925.7|7,CDKN2B:miR-582-5p
CDKN2B|ENST00000276925.7|8,CDKN2B:miR-125-5p
CDKN2B|ENST00000276925.7|8,CDKN2B:miR-154-5p
CDKN2B|ENST00000276925.7|9,CDKN2B:miR-125-5p
CDKN2B|ENST00000276925.7|9,CDKN2B:miR-154-5p
CEP152|ENST00000380950.7|1,CEP152:miR-124-3p.2/506-3p
CEP152|ENST00000380950.7|2,CEP152:miR-124-3p.2/506-3p
CHAMP1|ENST00000361283.4|5,CHAMP1:miR-182-5p
CHAMP1|ENST00000361283.4|5,CHAMP1:miR-7-5p
CHAMP1|ENST00000361283.4|5,CHAMP1:miR-96-5p/1271-5p
CHAMP1|ENST00000361283.4|6,CHAMP1:miR-182-5p
CHAMP1|ENST00000361283.4|6,CHAMP1:miR-7-5p
CHAMP1|ENST00000361283.4|6,CHAMP1:miR-96-5p/1271-5p
CHAMP1|ENST00000361283.4|7,CHAMP1:miR-101-3p.2
CHAMP1|ENST00000361283.4|7,CHAMP1:miR-182-5p
CHAMP1|ENST00000361283.4|7,CHAMP1:miR-7-5p
CHAMP1|ENST00000361283.4|7,CHAMP1:miR-96-5p/1271-5p
CHD2|ENST00000394196.9|16,CHD2:miR-670-3p
CHD2|ENST00000394196.9|17,CHD2:miR-141-3p/200a-3p
CHD2|ENST00000394196.9|17,CHD2:miR-183-5p.1
CHD2|ENST00000394196.9|17,CHD2:miR-183-5p.2
CHD2|ENST00000394196.9|17,CHD2:miR-670-3p
CHD2|ENST00000394196.9|18,CHD2:miR-141-3p/200a-3p
CHD2|ENST00000394196.9|18,CHD2:miR-183-5p.1
CHD2|ENST00000394196.9|18,CHD2:miR-183-5p.2
CHD2|ENST00000394196.9|18,CHD2:miR-19-3p
CHD2|ENST00000394196.9|19,CHD2:miR-19-3p
CHD2|ENST00000394196.9|21,CHD2:miR-133a-3p.2/133b
CHD2|ENST00000394196.9|22,CHD2:miR-133a-3p.2/133b
CHD2|ENST00000394196.9|22,CHD2:miR-212-5p
CHD2|ENST00000394196.9|23,CHD2:miR-1197
CHD2|ENST00000394196.9|23,CHD2:miR-212-5p
CHD2|ENST00000394196.9|23,CHD2:miR-410-3p
CHD2|ENST00000394196.9|23,CHD2:miR-421
CHD2|ENST00000394196.9|23,CHD2:miR-452-5p/892-3p
CHD2|ENST00000394196.9|23,CHD2:miR-505-3p.1
CHD2|ENST00000394196.9|23,CHD2:miR-655-3p
CHD2|ENST00000394196.9|24,CHD2:miR-1197
CHD2|ENST00000394196.9|24,CHD2:miR-141-3p/200a-3p
CHD2|ENST00000394196.9|24,CHD2:miR-212-5p
CHD2|ENST00000394196.9|24,CHD2:miR-381-3p
CHD2|ENST00000394196.9|24,CHD2:miR-410-3p
CHD2|ENST00000394196.9|24,CHD2:miR-421
CHD2|ENST00000394196.9|24,CHD2:miR-452-5p/892-3p
CHD2|ENST00000394196.9|24,CHD2:miR-505-3p.1
CHD2|ENST00000394196.9|24,CHD2:miR-655-3p
CHD2|ENST00000394196.9|24,CHD2:miR-802
CHD2|ENST00000394196.9|2,CHD2:miR-17-5p/20-5p/93-5p/106-5p/519-3p
CHD2|ENST00000394196.9|2,CHD2:miR-302-3p/372-3p/373-3p/520-3p
CHD2|ENST00000394196.9|3,CHD2:miR-103-3p/107
CHD2|ENST00000394196.9|3,CHD2:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD2|ENST00000394196.9|4,CHD2:miR-103-3p/107
CHD2|ENST00000394196.9|4,CHD2:miR-142-3p.2
CHD2|ENST00000394196.9|4,CHD2:miR-150-5p
CHD2|ENST00000394196.9|4,CHD2:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD2|ENST00000394196.9|5,CHD2:miR-101-3p.1
CHD2|ENST00000394196.9|5,CHD2:miR-142-3p.2
CHD2|ENST00000394196.9|5,CHD2:miR-150-5p
CHD2|ENST00000394196.9|5,CHD2:miR-203a-3p.1
CHD2|ENST00000394196.9|5,CHD2:miR-27-3p
CHD2|ENST00000394196.9|6,CHD2:miR-101-3p.1
CHD2|ENST00000394196.9|6,CHD2:miR-203a-3p.1
CHD2|ENST00000394196.9|6,CHD2:miR-27-3p
CHD2|ENST00000394196.9|7,CHD2:miR-200bc-3p/429
CHD2|ENST00000394196.9|8,CHD2:miR-19-3p
CHD2|ENST00000394196.9|8,CHD2:miR-200bc-3p/429
CHD2|ENST00000394196.9|9,CHD2:miR-19-3p
CHD5|ENST00000262450.8|18,CHD5:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD5|ENST00000262450.8|19,CHD5:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD5|ENST00000262450.8|23,CHD5:miR-30-5p
CHD5|ENST00000262450.8|24,CHD5:miR-1197
CHD5|ENST00000262450.8|24,CHD5:miR-30-5p
CHD5|ENST00000262450.8|24,CHD5:miR-329-3p/362-3p
CHD5|ENST00000262450.8|25,CHD5:miR-1197
CHD5|ENST00000262450.8|25,CHD5:miR-329-3p/362-3p
CHD5|ENST00000262450.8|26,CHD5:miR-329-3p/362-3p
CHD5|ENST00000262450.8|27,CHD5:miR-329-3p/362-3p
CHD5|ENST00000262450.8|2,CHD5:miR-130-3p/301-3p/454-3p
CHD5|ENST00000262450.8|2,CHD5:miR-17-5p/20-5p/93-5p/106-5p/519-3p
CHD5|ENST00000262450.8|2,CHD5:miR-183-5p.2
CHD5|ENST00000262450.8|2,CHD5:miR-19-3p
CHD5|ENST00000262450.8|2,CHD5:miR-26-5p
CHD5|ENST00000262450.8|3,CHD5:miR-130-3p/301-3p/454-3p
CHD5|ENST00000262450.8|3,CHD5:miR-17-5p/20-5p/93-5p/106-5p/519-3p
CHD5|ENST00000262450.8|3,CHD5:miR-19-3p
CHD5|ENST00000262450.8|3,CHD5:miR-26-5p
CHD7|ENST00000423902.7|10,CHD7:miR-1197
CHD7|ENST00000423902.7|10,CHD7:miR-140-3p.2
CHD7|ENST00000423902.7|10,CHD7:miR-192-5p/215-5p
CHD7|ENST00000423902.7|10,CHD7:miR-375
CHD7|ENST00000423902.7|10,CHD7:miR-874-3p
CHD7|ENST00000423902.7|11,CHD7:miR-1197
CHD7|ENST00000423902.7|14,CHD7:miR-124-3p.1
CHD7|ENST00000423902.7|15,CHD7:miR-124-3p.1
CHD7|ENST00000423902.7|1,CHD7:miR-129-5p
CHD7|ENST00000423902.7|1,CHD7:miR-1306-5p
CHD7|ENST00000423902.7|1,CHD7:miR-21-5p/590-5p
CHD7|ENST00000423902.7|1,CHD7:miR-221-3p/222-3p
CHD7|ENST00000423902.7|1,CHD7:miR-30-5p
CHD7|ENST00000423902.7|1,CHD7:miR-329-3p/362-3p
CHD7|ENST00000423902.7|1,CHD7:miR-340-5p
CHD7|ENST00000423902.7|1,CHD7:miR-371-5p
CHD7|ENST00000423902.7|1,CHD7:miR-411-3p
CHD7|ENST00000423902.7|2,CHD7:miR-1306-5p
CHD7|ENST00000423902.7|2,CHD7:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD7|ENST00000423902.7|2,CHD7:miR-329-3p/362-3p
CHD7|ENST00000423902.7|2,CHD7:miR-369-3p
CHD7|ENST00000423902.7|2,CHD7:miR-371-5p
CHD7|ENST00000423902.7|2,CHD7:miR-374-5p
CHD7|ENST00000423902.7|2,CHD7:miR-410-3p
CHD7|ENST00000423902.7|2,CHD7:miR-411-3p
CHD7|ENST00000423902.7|3,CHD7:miR-15-5p/16-5p/195-5p/424-5p/497-5p
CHD7|ENST00000423902.7|3,CHD7:miR-190-5p
CHD7|ENST00000423902.7|3,CHD7:miR-192-5p/215-5p
CHD7|ENST00000423902.7|3,CHD7:miR-219-5p
CHD7|ENST00000423902.7|3,CHD7:miR-27-3p
CHD7|ENST00000423902.7|3,CHD7:miR-369-3p
CHD7|ENST00000423902.7|3,CHD7:miR-374-5p
CHD7|ENST00000423902.7|3,CHD7:miR-410-3p
CHD7|ENST00000423902.7|4,CHD7:miR-137
CHD7|ENST00000423902.7|4,CHD7:miR-154-5p
CHD7|ENST00000423902.7|4,CHD7:miR-181-5p
CHD7|ENST00000423902.7|4,CHD7:miR-190-5p
CHD7|ENST00000423902.7|4,CHD7:miR-192-5p/215-5p
CHD7|ENST00000423902.7|4,CHD7:miR-219-5p
CHD7|ENST00000423902.7|4,CHD7:miR-22-3p
CHD7|ENST00000423902.7|4,CHD7:miR-23-3p
CHD7|ENST00000423902.7|4,CHD7:miR-27-3p
CHD7|ENST00000423902.7|4,CHD7:miR-31-5p
CHD7|ENST00000423902.7|4,CHD7:miR-377-3p
CHD7|ENST00000423902.7|4,CHD7:miR-421
CHD7|ENST00000423902.7|4,CHD7:miR-505-3p.2
CHD7|ENST00000423902.7|5,CHD7:let-7-5p/98-5p
CHD7|ENST00000423902.7|5,CHD7:miR-137
CHD7|ENST00000423902.7|5,CHD7:miR-148-3p/152-3p
CHD7|ENST00000423902.7|5,CHD7:miR-154-5p
CHD7|ENST00000423902.7|5,CHD7:miR-155-5p
CHD7|ENST00000423902.7|5,CHD7:miR-181-5p
CHD7|ENST00000423902.7|5,CHD7:miR-22-3p
CHD7|ENST00000423902.7|5,CHD7:miR-23-3p
CHD7|ENST00000423902.7|5,CHD7:miR-31-5p
CHD7|ENST00000423902.7|5,CHD7:miR-421
CHD7|ENST00000423902.7|5,CHD7:miR-495-3p
CHD7|ENST00000423902.7|5,CHD7:miR-505-3p.2
CHD7|ENST00000423902.7|6,CHD7:let-7-5p/98-5p
CHD7|ENST00000423902.7|6,CHD7:miR-139-5p
CHD7|ENST00000423902.7|6,CHD7:miR-155-5p
CHD7|ENST00000423902.7|6,CHD7:miR-30-5p
CHD7|ENST00000423902.7|6,CHD7:miR-495-3p
CHD7|ENST00000423902.7|6,CHD7:miR-582-5p
CHD7|ENST00000423902.7|7,CHD7:miR-139-5p
CHD7|ENST00000423902.7|7,CHD7:miR-181-5p
CHD7|ENST00000423902.7|7,CHD7:miR-30-5p
CHD7|ENST00000423902.7|7,CHD7:miR-448
CHD7|ENST00000423902.7|7,CHD7:miR-582-5p
CHD7|ENST00000423902.7|8,CHD7:miR-181-5p
CHD7|ENST00000423902.7|8,CHD7:miR-448
CHD7|ENST00000423902.7|9,CHD7:miR-140-3p.2
CHD7|ENST00000423902.7|9,CHD7:miR-192-5p/215-5p
CHD7|ENST00000423902.7|9,CHD7:miR-375
CHD7|ENST00000423902.7|9,CHD7:miR-874-3p
CHD8|ENST00000646647.2|1,CHD8:miR-1306-5p
CHD8|ENST00000646647.2|1,CHD8:miR-532-3p
CHD8|ENST00000646647.2|2,CHD8:miR-132-3p/212-3p
CHD8|ENST00000646647.2|2,CHD8:miR-140-3p.1
CHD8|ENST00000646647.2|2,CHD8:miR-155-5p
CHD8|ENST00000646647.2|2,CHD8:miR-194-5p
CHD8|ENST00000646647.2|2,CHD8:miR-221-3p/222-3p
CHD8|ENST00000646647.2|2,CHD8:miR-365-3p
CHD8|ENST00000646647.2|2,CHD8:miR-760
CHD8|ENST00000646647.2|2,CHD8:miR-873-5p.1
CHD8|ENST00000646647.2|3,CHD8:miR-132-3p/212-3p
CHD8|ENST00000646647.2|3,CHD8:miR-140-3p.1
CHD8|ENST00000646647.2|3,CHD8:miR-155-5p
CHD8|ENST00000646647.2|3,CHD8:miR-194-5p
CHD8|ENST00000646647.2|3,CHD8:miR-221-3p/222-3p
CHD8|ENST00000646647.2|3,CHD8:miR-365-3p
CHD8|ENST00000646647.2|3,CHD8:miR-760
CHD8|ENST00000646647.2|3,CHD8:miR-873-5p.1
CHL1|ENST00000256509.7|20,CHL1:miR-10-5p
CHL1|ENST00000256509.7|21,CHL1:miR-10-5p
